Row,Warehouse_1,Warehouse_2
PL145,0.364213202138397,1.36120035837547
PL146,0.453825979411775,1.43074220587127
PL147,0.293448133288228,1.32283916050018
PL148,0.434063851000752,1.41337804507938
PL149,0.33507788986714,1.38614344270473
PL150,0.342956487526317,1.3911465855253
PL151,0.45238184158042,1.42878674221052
PL152,0.265823029680195,1.26110124938309
PL153,0.328594877656491,1.29133323438318
PL154,0.396745364611523,1.33768973181244
PL155,0.332729567746249,1.37801192661713
PL156,0.376529291077471,1.34850706299651
PL157,0.384568972082212,1.35805133038921
PL158,0.3505549770511,1.31917916375304
PL159,0.396932545623118,1.40493348210777
PL160,0.353244764403245,1.31535122809932
PL161,0.351445658408983,1.3344731319005
PL162,0.383982905357312,1.28590245422289
PL163,0.431332684166965,1.40612774339077
PL164,0.280108509322103,1.32294007278807
PL165,0.337197068639355,1.2721414917647
PL166,0.361522945529802,1.27486576987723
PL167,0.413709019744966,1.42915377145557
PL168,0.411481465967612,1.33551187066267
PL169,0.412924404525223,1.40517870190311
PL170,0.464480265892985,1.42836163705633
PL171,0.303823277961646,1.33707316945585
PL172,0.33700771118522,1.36135773625338
PL173,0.341796787972589,1.27810461709314
PL174,0.338780302851342,1.29290759720169
PL175,0.405940269061302,1.39370306725149
PL176,0.410596904135317,1.35182617751684
PL177,0.348129118710448,1.38024706286261
PL178,0.400536074278123,1.4275863634593
PL179,0.404827892515237,1.35455853542237
PL180,0.418321293855408,1.35206695955975
