Order_ID,Timestamp,Locker_ID,Pickup_Delay_hr
ORD000447,2025-09-15 15:38,PL157,6.2
ORD000448,2025-09-16 14:05,PL045,22.3
ORD000449,2025-09-17 13:56,PL170,69.3
ORD000450,2025-09-19 14:50,PL119,13.6
ORD000451,2025-09-18 08:52,PL174,13.2
ORD000452,2025-09-16 20:37,PL152,30.2
ORD000453,2025-09-21 13:43,PL093,64.2
ORD000454,2025-09-21 06:57,PL158,22.3
ORD000455,2025-09-18 14:42,PL107,38
ORD000456,2025-09-16 17:23,PL173,51
ORD000457,2025-09-21 09:48,PL042,67.7
ORD000458,2025-09-18 14:38,PL098,65.1
ORD000459,2025-09-15 22:10,PL167,39.7
ORD000460,2025-09-21 12:10,PL052,69.1
ORD000461,2025-09-15 15:27,PL053,52.4
ORD000462,2025-09-19 12:44,PL171,59.6
ORD000463,2025-09-20 15:57,PL171,1.8
ORD000464,2025-09-15 17:16,PL026,61.5
ORD000465,2025-09-15 17:46,PL097,59.3
ORD000466,2025-09-19 18:10,PL117,49.4
ORD000467,2025-09-19 10:14,PL134,8.3
ORD000468,2025-09-17 06:25,PL058,58.6
ORD000469,2025-09-21 14:25,PL023,13.8
ORD000470,2025-09-21 17:29,PL170,32.3
ORD000471,2025-09-15 21:55,PL169,29.9
ORD000472,2025-09-20 12:48,PL173,25.1
ORD000473,2025-09-16 06:10,PL085,61.7
ORD000474,2025-09-18 15:50,PL033,59.6
ORD000475,2025-09-21 20:49,PL139,20.3
ORD000476,2025-09-20 17:18,PL104,50.8
ORD000477,2025-09-18 09:38,PL173,59.2
ORD000478,2025-09-17 14:24,PL142,10.4
ORD000479,2025-09-19 16:38,PL130,4.9
ORD000480,2025-09-19 07:55,PL045,35.3
ORD000481,2025-09-18 08:36,PL126,31.9
ORD000482,2025-09-17 22:52,PL035,46.7
ORD000483,2025-09-18 07:43,PL156,36.1
ORD000484,2025-09-17 10:00,PL045,46.9
ORD000485,2025-09-17 14:14,PL144,63.3
ORD000486,2025-09-20 10:10,PL173,33.1
ORD000487,2025-09-21 07:07,PL136,66.4
ORD000488,2025-09-20 16:35,PL102,27.5
ORD000489,2025-09-20 07:26,PL102,41.6
ORD000490,2025-09-18 20:32,PL122,11.3
ORD000491,2025-09-18 07:48,PL095,56.8
ORD000492,2025-09-16 20:40,PL165,40.2
ORD000493,2025-09-17 16:38,PL010,16.4
ORD000494,2025-09-15 22:06,PL123,61.3
ORD000495,2025-09-17 18:49,PL075,48.8
ORD000496,2025-09-18 13:30,PL151,11.2
ORD000497,2025-09-18 12:13,PL161,47.3
ORD000498,2025-09-15 11:16,PL015,29.3
ORD000499,2025-09-20 21:25,PL068,58.3
ORD000500,2025-09-19 12:39,PL060,19.3
ORD000501,2025-09-20 12:48,PL103,58.7
ORD000502,2025-09-21 18:39,PL138,44.1
ORD000503,2025-09-20 12:02,PL099,7.7
ORD000504,2025-09-18 22:01,PL173,62.3
ORD000505,2025-09-20 07:57,PL084,6.3
ORD000506,2025-09-19 12:19,PL120,50
ORD000507,2025-09-21 08:33,PL176,58.9
ORD000508,2025-09-18 14:17,PL008,37.1
ORD000509,2025-09-16 17:34,PL096,33.8
ORD000510,2025-09-15 17:41,PL131,8.5
ORD000511,2025-09-15 16:01,PL105,22.1
ORD000512,2025-09-21 09:02,PL176,70.8
ORD000513,2025-09-18 07:12,PL075,41.2
ORD000514,2025-09-17 22:18,PL141,13.4
ORD000515,2025-09-20 21:33,PL103,61.2
ORD000516,2025-09-21 13:26,PL018,17.9
ORD000517,2025-09-17 12:44,PL103,38.3
ORD000518,2025-09-19 15:35,PL085,38.3
ORD000519,2025-09-15 06:23,PL133,22.7
ORD000520,2025-09-19 11:50,PL031,36
ORD000521,2025-09-17 06:59,PL056,10.9
ORD000522,2025-09-20 06:51,PL020,10.7
ORD000523,2025-09-18 19:54,PL103,50.6
ORD000524,2025-09-18 19:20,PL008,60.8
ORD000525,2025-09-21 18:53,PL019,2.3
ORD000526,2025-09-18 15:50,PL114,7.9
ORD000527,2025-09-15 12:51,PL010,18.9
ORD000528,2025-09-21 13:06,PL061,58.1
ORD000529,2025-09-17 07:11,PL012,39.7
ORD000530,2025-09-21 15:15,PL163,2.3
ORD000531,2025-09-19 13:52,PL180,45.8
ORD000532,2025-09-16 13:33,PL112,63.2
ORD000533,2025-09-16 13:27,PL032,69.8
ORD000534,2025-09-20 06:43,PL054,54.3
ORD000535,2025-09-21 12:28,PL162,5.6
ORD000536,2025-09-15 18:11,PL129,17.7
ORD000537,2025-09-17 18:43,PL007,25
ORD000538,2025-09-18 17:06,PL011,55.9
ORD000539,2025-09-17 22:44,PL077,58
ORD000540,2025-09-19 12:16,PL101,20.8
ORD000541,2025-09-20 20:15,PL143,57.5
ORD000542,2025-09-18 16:53,PL037,68.5
ORD000543,2025-09-17 09:13,PL142,50.7
ORD000544,2025-09-17 21:37,PL090,53.5
ORD000545,2025-09-18 07:13,PL177,48.1
ORD000546,2025-09-15 21:24,PL156,7
ORD000547,2025-09-20 14:05,PL059,63.2
ORD000548,2025-09-20 07:07,PL118,46.8
ORD000549,2025-09-20 08:21,PL017,29.3
ORD000550,2025-09-21 06:04,PL178,39.1
ORD000551,2025-09-15 13:38,PL039,30.7
ORD000552,2025-09-19 08:15,PL162,3
ORD000553,2025-09-19 13:09,PL163,71.1
ORD000554,2025-09-19 18:08,PL148,46
ORD000555,2025-09-15 16:50,PL008,10.7
ORD000556,2025-09-19 16:43,PL020,15.7
ORD000557,2025-09-20 11:08,PL156,68.9
ORD000558,2025-09-16 07:46,PL110,48.6
ORD000559,2025-09-21 10:05,PL097,67.5
ORD000560,2025-09-19 09:24,PL046,56
ORD000561,2025-09-16 18:46,PL085,7.1
ORD000562,2025-09-17 07:01,PL098,36.9
